source_json,test_id,subject,topic_name,total_questions,question_number,type,question_text,correct_answer,option_a,option_b,option_c,option_d,solution,image_data,hint_image,option_images_json,option_image_a,option_image_b,option_image_c,option_image_d,extra_question_images,solution_images,raw_question_json
Test_ID-650-CHEMISTRY.json,650,PHYSICS,TEST ID-650-CHEMISTRY,391,1,single_type,"Different molecular weights Different percentage composition

**Options:**
-",b,1 g of O,1 g of O2,1 g of O3,All of these,,,,,,,,,,,
Test_ID-650-CHEMISTRY.json,650,PHYSICS,TEST ID-650-CHEMISTRY,391,4,single_type,"The density (in g mL ) of a 3.60 𝑀 H2SO4 solution having 29% by mass of H2SO4 (molar mass 98)will be: 1.45

**Options:**
-",,,1.64,1.88,1.22,,,,,,,,,,,
Test_ID-650-CHEMISTRY.json,650,PHYSICS,TEST ID-650-CHEMISTRY,391,5,numerical,Vapour density of a metal chloride is,c,,,,,,,,,,,,,,,
Test_ID-650-CHEMISTRY.json,650,PHYSICS,TEST ID-650-CHEMISTRY,391,6,single_type,"Amount of oxygen required for complete combustion of 27 g Al is:

**Options:**
-",a,24 g,12 g,20 g,6 g,,,,,,,,,,,
Test_ID-650-CHEMISTRY.json,650,PHYSICS,TEST ID-650-CHEMISTRY,391,7,single_type,"The percentage of 𝑃2𝑂5 in diammonium hydrogen phosphate, (NH4 )2HPO4 is

**Options:**
-",c,is 23.48,46.96,53.78,71.00,,,,,,,,,,,
Test_ID-650-CHEMISTRY.json,650,PHYSICS,TEST ID-650-CHEMISTRY,391,8,single_type,"The product of atomic weight and specific heat of a metal is approximately 6.4. This was given by:

**Options:**
-",,Dalton's law,Avogadro's law,Newton's law,Dulong Petit's law,,,,,,,,,,,
Test_ID-650-CHEMISTRY.json,650,PHYSICS,TEST ID-650-CHEMISTRY,391,9,single_type,"The haemoglobin from the red blood corpuscles of most mammals contains approximately 0.33% of iron

**Options:**
-",c,2,3,4,5,,,,,,,,,,,
Test_ID-650-CHEMISTRY.json,650,PHYSICS,TEST ID-650-CHEMISTRY,391,10,single_type,"1.0 g of pure calcium carbonate was found to require 50 mL of dilute HCl for complete reactions. The

**Options:**
-",c,4 𝑁,2 𝑁,0.4 𝑁,0.2 𝑁,,,,,,,,,,,
Test_ID-650-CHEMISTRY.json,650,PHYSICS,TEST ID-650-CHEMISTRY,391,11,single_type,"The weight of sulphuric acid needed for dissolving 3 g magnesium carbonate is:

**Options:**
-",a,3.5 g,7.0 g,1.7 g,17.0 g,"$Meq. of MgCO_3 = Meq. of H_2SO_4$ $$\therefore \frac{3}{84/2} \times 1000 = \frac{w}{49} \times 1000 ;$$ $$w = 3.5 \, \mathrm{g}$$",,,,,,,,,,
Test_ID-650-CHEMISTRY.json,650,PHYSICS,TEST ID-650-CHEMISTRY,391,12,single_type,"Mol. wt. = vapour density × 2, is valid for:

**Options:**
-",,is valid for: metals,non-metals,Solids,Gases,,,,,,,,,,,
